idtrip,date,cityid,passengertype,distance_km,fareamount,passengerrating,driverrating,pickuptime
3096,2024-02-16,17,new,26.9,60.64,4,4.9,0:41:02
3097,2024-02-23,15,new,15.9,12.05,4.5,3.7,9:29:13
3098,2024-01-16,8,old,19.1,82.54,3.6,4.4,2:05:52
3099,2024-02-13,15,old,33,12.56,4,3.5,6:53:01
3100,2024-02-21,19,new,2.8,30.63,4.5,3.6,17:35:26
3101,2024-02-03,19,new,3.6,43.41,3.5,3.8,7:27:24
3102,2024-01-21,11,new,19.7,67.21,3.2,4.9,23:44:36
3103,2024-02-27,15,old,16.2,55.83,5,4.2,16:20:05
3104,2024-01-08,12,new,2.9,65.27,4.6,4.7,20:48:13
3105,2024-02-06,14,old,19.3,65.19,4.3,4.3,13:09:43
3106,2024-01-23,3,old,15.7,28.4,3.6,3.8,16:39:35
3107,2024-02-20,14,old,2.7,12.27,3,4.3,22:01:42
3108,2024-01-14,17,old,26.7,63.56,4.2,4.9,7:42:35
3109,2024-01-16,16,new,16,38.96,4,4.4,5:22:21
3110,2024-01-05,20,old,15.8,57.52,5,4,9:17:41
3111,2024-01-30,5,old,19.8,85.9,3.8,3.6,11:53:54
3112,2024-01-15,1,old,7.8,67.75,4,4.5,8:51:44
3113,2024-01-29,18,old,3.2,16.22,3.7,3.8,13:16:58
3114,2024-02-18,15,new,13.7,58.36,4.3,4.1,11:58:05
3115,2024-02-15,5,old,18.4,15.02,3.2,3.8,17:07:45
3116,2024-02-13,10,old,27.7,14.53,3.8,3.8,21:04:16
3117,2024-02-03,18,old,1.4,61.31,3.8,3.7,4:38:25
3118,2024-01-09,5,new,1,38.73,3.3,4.9,1:25:24
3119,2024-02-11,7,old,9.8,32.14,3.6,4.2,18:58:23
3120,2024-01-30,2,new,24,23.84,3.1,3.7,14:43:59
3121,2024-02-07,9,old,19.6,31.81,3.4,4.8,3:48:49
3122,2024-02-09,17,old,7.7,65.3,4.2,4.5,23:25:07
3123,2024-02-01,12,old,9.4,43.62,5,4.6,12:23:10
3124,2024-01-03,15,new,8,76.94,3.5,3.7,20:55:22
3125,2024-02-02,12,new,29.8,48.44,4,4.5,2:04:02
3126,2024-02-17,4,new,14,71.5,3.9,3.5,10:51:30
3127,2024-01-09,7,new,35,86.06,3.1,4.4,23:40:21
3128,2024-02-19,11,old,30.1,8.71,4.8,4.3,7:08:18
3129,2024-01-12,3,new,10.7,33.17,3.6,3.7,13:56:28
3130,2024-02-29,9,new,9.7,60.41,3.4,3.9,6:48:40
3131,2024-02-03,20,new,32.8,20.52,3.9,3.7,10:13:14
3132,2024-02-11,6,old,21.2,38.15,4.2,4,10:48:25
3133,2024-01-15,18,old,7.7,71.53,3.7,4.3,19:59:27
3134,2024-02-25,14,old,15.1,9.72,3.5,3.6,10:52:15
3135,2024-01-17,11,old,11.3,79.83,4.5,3.7,1:49:57
3136,2024-01-24,8,new,12.5,57.87,4.1,4.1,7:44:15
3137,2024-01-24,20,new,5.3,72.96,5,4.2,8:44:47
3138,2024-01-14,7,new,13.6,11.43,3.2,4.4,17:58:08
3139,2024-01-27,11,old,7.1,16.38,4.3,4.5,20:03:24
3140,2024-02-07,14,old,1,79.76,3.4,3.8,17:16:17
3141,2024-01-22,7,new,11.4,33.93,4.2,4.1,22:15:37
3142,2024-01-20,7,new,6.7,11.26,3.5,4.8,20:42:47
3143,2024-01-09,17,new,9.3,79.06,4.1,4,5:45:02
3144,2024-01-29,1,new,4.9,59.35,4,3.9,7:53:02
3145,2024-01-24,1,new,24,64.93,4.3,4.2,14:59:58
3146,2024-02-24,11,new,10.1,47.21,4,4,7:25:50
3147,2024-02-14,19,old,33.4,25.87,4.4,4.7,1:20:25
3148,2024-02-01,9,new,15.3,78.67,4.1,4.1,5:48:40
3149,2024-01-18,20,old,19.6,9.52,4.9,4.1,22:10:30
3150,2024-01-09,11,old,8.4,65.5,3.5,3.6,20:03:56
3151,2024-02-27,20,old,18.2,65.69,4,4.9,6:06:26
3152,2024-02-08,6,new,3.2,56.44,4.3,4,4:07:51
3153,2024-01-09,20,new,12.4,28.48,3.7,3.8,14:26:46
3154,2024-02-11,10,new,11.3,49.48,4.6,4.9,22:48:19
3155,2024-01-29,10,new,4.9,31.34,3.8,3.6,12:09:29
3156,2024-02-27,16,new,4.7,83.68,3.5,3.6,8:38:10
3157,2024-01-05,6,old,13.6,76.21,3.7,4.3,8:43:25
3158,2024-01-20,2,new,24.1,82.29,3.5,4.9,17:03:24
3159,2024-02-16,2,new,14.3,56.41,4.2,4.7,12:56:45
3160,2024-01-25,13,old,30.1,20.65,4.8,3.5,16:53:42
3161,2024-01-30,17,old,23.2,6.9,4.4,4.5,14:21:29
3162,2024-01-19,18,old,31.9,65.13,3.3,4.8,4:30:44
3163,2024-02-22,8,old,15.2,79.46,4.9,4.5,12:14:34
3164,2024-02-10,11,new,29.9,55.25,4.3,3.6,1:07:14
3165,2024-02-19,14,old,30.1,44.03,4.1,4.7,3:26:14
3166,2024-02-03,20,old,29.1,72.39,4.2,3.6,17:45:29
3167,2024-01-16,1,old,4,71.84,4.1,4,10:57:24
3168,2024-02-08,16,new,20.6,26.67,3.4,3.6,16:44:44
3169,2024-01-20,6,new,23.3,56.67,5,3.8,4:29:47
3170,2024-01-03,9,new,17.3,41.16,4.1,4,10:47:53
3171,2024-01-30,13,new,33.4,72.26,3,4.5,11:57:32
3172,2024-02-29,16,new,1.3,63.24,4.9,3.6,4:18:39
3173,2024-01-17,18,old,7,39.01,5,4.6,7:34:31
3174,2024-01-03,13,old,7.8,64.99,3.3,4,16:48:55
3175,2024-01-12,16,old,32.8,27.62,4.3,4.5,4:12:24
3176,2024-02-21,12,old,11.9,66.2,4.2,3.6,12:35:28
3177,2024-02-15,3,new,34.9,72.14,4.1,3.7,16:16:04
3178,2024-02-28,8,new,27.5,17.2,3.9,4.5,12:20:49
3179,2024-02-11,1,new,2.9,43.88,4.3,4.2,16:10:09
3180,2024-02-15,17,new,13.8,58.3,4.5,4.8,4:35:23
3181,2024-02-28,18,old,1.4,23.94,4.3,4.8,22:56:22
3182,2024-02-08,11,old,3.7,20.33,3.3,4.8,2:56:56
3183,2024-01-20,14,old,4.8,11.75,3.7,3.5,8:34:51
3184,2024-01-01,18,new,13.6,18.45,4.8,3.8,6:29:45
3185,2024-01-05,18,new,23,40.96,4.6,3.8,1:55:05
3186,2024-01-26,13,new,31.5,74.4,4.6,4.5,13:31:31
3187,2024-02-12,14,new,14.7,65.96,3.3,4.7,19:29:39
3188,2024-01-19,13,new,19,30.96,3.5,4.8,6:11:29
3189,2024-02-08,15,new,29.3,47.11,3.3,3.8,2:35:01
3190,2024-01-20,3,new,18.9,53.13,3.2,3.5,1:55:55
3191,2024-01-16,20,old,3,65.78,4.9,4.2,14:11:46
3192,2024-02-21,20,old,20.1,81.28,3.8,3.7,20:11:01
3193,2024-01-31,17,old,17,83.6,3,4.7,3:03:36
3194,2024-01-06,20,new,31.2,27.54,3.5,3.5,19:01:35
3195,2024-02-20,15,old,15.9,75.73,4.2,4.9,18:49:38
3196,2024-02-27,5,old,32.7,63.46,4.2,3.6,0:24:17
3197,2024-01-25,16,new,24.7,49.88,4.1,5,19:34:20
3198,2024-01-10,1,new,31.9,10.91,3.7,4.6,6:46:26
3199,2024-01-12,4,old,23.2,11.47,4.5,4.3,2:30:25
3200,2024-02-28,4,new,29.7,89.03,3.5,4.1,0:43:07
3201,2024-01-06,16,new,30.5,49.99,3.2,4.2,2:53:59
3202,2024-01-01,8,old,31.8,8.81,4.8,3.5,11:57:01
3203,2024-01-02,14,old,25.3,29.38,3.3,3.9,21:42:26
3204,2024-02-01,15,old,34.7,32.28,4.8,4.9,22:46:38
3205,2024-02-07,17,new,20.4,33.31,3.3,3.8,2:19:05
3206,2024-01-17,3,old,28.6,67.05,3.2,4.3,15:38:43
3207,2024-01-09,12,old,11.8,27.3,4.1,3.7,4:31:21
3208,2024-01-18,20,old,19.9,14.46,4.4,3.7,17:13:55
3209,2024-01-03,20,old,3,72.51,3,4.9,5:11:15
3210,2024-01-16,13,old,12.4,58.41,3.3,3.8,22:59:04
3211,2024-02-14,11,old,7.2,53.74,3.2,4.3,1:31:17
3212,2024-01-15,8,old,22.5,19.13,4.4,3.7,12:50:55
3213,2024-02-13,8,old,22.7,74.25,4,3.7,4:34:18
3214,2024-01-21,11,old,2.8,68.97,3.4,5,10:09:54
3215,2024-02-20,1,old,22.8,40.43,3,3.6,2:27:55
3216,2024-02-06,12,old,24.9,26.71,3.4,4.3,10:27:13
3217,2024-01-07,5,new,1.1,14.32,4,4.2,23:30:47
3218,2024-01-23,18,old,11.9,61.63,4.1,3.6,15:31:16
3219,2024-01-23,6,old,25.6,72.44,4.2,4.5,5:56:58
3220,2024-01-05,2,new,10.3,70.22,4.7,4,22:56:19
3221,2024-02-23,3,old,32.9,53.74,3.1,4.9,13:14:09
3222,2024-02-09,14,new,17.8,70.14,3.9,4.3,19:36:35
3223,2024-02-22,10,old,16.3,32.29,3.7,3.6,8:30:21
3224,2024-01-06,13,new,23.1,52.7,4.3,4.5,3:21:17
3225,2024-02-14,6,new,17.3,17.51,4,4.2,12:52:17
3226,2024-02-13,6,old,8.7,13.06,4.8,3.6,14:26:11
3227,2024-02-06,9,old,17.5,11.63,4.8,4.3,9:48:37
3228,2024-01-29,19,new,26.2,56.78,4.5,4.7,2:07:33
3229,2024-01-08,6,new,28.9,31.47,4.6,3.8,22:16:15
3230,2024-01-30,16,new,19.6,79.31,3.9,4.9,8:51:18
3231,2024-02-02,2,new,11.6,71.48,5,4.3,21:10:03
3232,2024-01-11,8,old,8.4,23.93,4.9,4.4,8:22:38
3233,2024-01-05,10,new,16.8,72.27,4.8,4.8,20:16:09
3234,2024-01-25,13,new,34.9,54.67,3.4,4.3,18:14:51
3235,2024-02-13,4,new,1.6,25.37,3.4,4.4,22:25:04
3236,2024-01-21,3,new,30.9,7.52,3.7,3.6,18:26:08
3237,2024-02-20,20,old,34.6,14,4.8,4.2,0:16:18
3238,2024-01-08,10,new,29.1,29.98,3.7,4.9,19:18:00
3239,2024-01-01,3,old,1.3,88.11,4.7,4.8,17:13:53
3240,2024-01-12,14,new,20.7,13.99,3.5,4.3,1:48:49
3241,2024-01-30,6,old,6.1,40.68,3.7,4.1,4:45:18
3242,2024-01-06,20,new,25.4,32.01,3.2,4.9,21:19:32
3243,2024-01-09,11,old,8,84.32,4,4.7,19:26:01
3244,2024-02-02,11,old,6.5,72.56,3.8,4.6,21:04:33
3245,2024-02-15,17,new,5.4,10.94,3.2,4,11:16:21
3246,2024-02-23,11,new,1.3,27.02,4.9,4.2,7:13:47
3247,2024-02-17,10,old,14.8,79.82,4,5,16:55:23
3248,2024-01-29,16,new,4.2,70.55,3.1,3.7,1:58:04
3249,2024-02-29,15,old,25.9,34.11,3.8,4.2,13:29:21
3250,2024-01-15,5,new,18.3,65.08,3.1,5,5:46:25
3251,2024-02-21,11,new,20.3,76.07,3.9,3.7,16:56:36
3252,2024-01-21,5,old,34.5,9.47,3.3,4.7,8:50:48
3253,2024-01-12,14,old,16.9,47.02,3.6,3.9,4:43:33
3254,2024-01-01,4,old,23.5,48.76,3,5,7:14:05
3255,2024-02-20,6,new,3.1,72.73,4.5,4.9,23:06:12
3256,2024-02-11,13,old,14,69.14,3.6,3.7,4:43:08
3257,2024-01-22,15,new,1.1,15.44,3,3.6,21:11:02
3258,2024-02-11,11,new,23.7,62.33,4.6,3.7,16:35:36
3259,2024-02-03,14,old,8.3,50.02,4.9,4.8,7:49:48
3260,2024-02-24,1,new,27,69.35,4.7,3.9,3:42:05
3261,2024-01-03,10,new,21.5,26.83,4,4.4,1:19:26
3262,2024-01-20,11,old,15,44.62,4.6,3.7,12:31:33
3263,2024-02-19,2,old,24.2,10.15,4.3,4.8,20:45:51
3264,2024-01-24,11,new,23.3,34.48,4.3,4.2,15:47:09
3265,2024-01-07,17,new,5,36.34,3.7,4.8,13:48:46
3266,2024-01-04,13,new,32.4,30.41,4.9,3.7,5:34:11
3267,2024-01-06,12,old,22.5,47.04,4.1,4.5,2:36:39
3268,2024-01-05,1,old,4.9,32.78,3.3,4.4,19:42:48
3269,2024-02-17,20,old,11.8,58.49,4,3.6,23:15:17
3270,2024-02-09,1,new,16.6,65.67,4.1,3.6,5:22:30
3271,2024-01-01,19,old,21.1,7.87,4.6,4.5,21:21:25
3272,2024-01-04,12,new,22.6,46.28,4.3,3.7,15:47:36
3273,2024-01-02,14,new,28.2,28.61,4.9,3.8,10:38:27
3274,2024-01-16,16,old,27.2,22.93,4.4,3.7,8:11:56
3275,2024-02-03,1,old,31.4,81.12,4.9,4.2,15:18:09
3276,2024-01-15,17,new,18.4,62.32,4.6,3.7,19:18:15
3277,2024-01-12,3,new,5.5,41.95,3.9,4.6,8:14:17
3278,2024-02-20,5,old,22.6,63.69,3.3,4.9,15:43:33
3279,2024-02-07,19,old,10.2,52.72,4.1,3.7,0:13:21
3280,2024-02-29,19,old,23.4,23.85,4.1,4,21:13:27
3281,2024-01-12,3,old,21.9,81.64,4.2,4.7,2:21:32
3282,2024-01-27,11,old,7.4,62.04,5,3.9,19:48:16
3283,2024-02-16,4,old,3.3,72.47,4.1,3.6,10:20:31
3284,2024-01-09,2,old,19.7,15.9,3.2,4.7,21:28:30
3285,2024-01-30,7,new,34.2,59.02,3,4.8,6:57:43
3286,2024-01-31,14,new,21.1,89.99,3.6,4.3,14:16:55
3287,2024-02-17,13,new,20.9,86.8,4.2,5,20:08:39
3288,2024-02-02,17,old,31.1,31.31,4.6,4.4,2:25:18
3289,2024-02-11,15,old,19,63.53,3.1,4.2,4:35:20
3290,2024-02-03,7,old,8.5,84.31,3.7,4.2,21:44:48
3291,2024-01-18,9,new,3.3,84.47,3.1,4.6,12:43:17
3292,2024-01-31,10,old,19,69.21,3.6,4.1,3:07:41
3293,2024-02-10,15,new,26.2,88.2,4.4,4.1,2:32:29
3294,2024-02-16,11,new,24.1,33.7,4.4,4.9,0:23:26
3295,2024-01-14,19,new,32.3,35.19,3.3,4.3,21:12:15
3296,2024-01-22,12,new,32.1,84.66,3.6,4.8,17:23:35
3297,2024-01-08,19,old,5.6,87.66,3.7,4.1,12:39:30
3298,2024-02-22,7,new,32.3,23.3,4.4,3.9,2:08:14
3299,2024-02-10,11,old,30.5,29.94,4.5,3.7,2:40:00
3300,2024-02-10,13,old,4.4,70.63,3.3,3.8,8:10:00
3301,2024-02-23,4,old,30.5,67.54,3.6,4.8,13:26:13
3302,2024-02-12,15,old,33.6,69.43,3.7,4.3,7:24:02
3303,2024-02-17,2,old,6.4,82.3,3.4,4.8,8:24:56
3304,2024-02-19,4,new,31.1,44.81,3.2,4.4,7:59:58
3305,2024-01-20,20,new,2.8,76.77,4.7,4.2,23:21:50
3306,2024-02-06,15,new,22.2,64.93,4.4,4.6,7:00:02
3307,2024-02-24,16,new,22.2,54.52,3.2,3.7,21:26:26
3308,2024-01-03,1,old,22.7,64.24,3.1,4.2,14:46:13
3309,2024-02-24,16,new,24.9,89.82,4.5,4.3,1:56:42
3310,2024-02-25,17,new,17.3,27.8,3.1,4.4,13:10:09
3311,2024-02-24,2,old,34.6,70.39,3.3,4.1,10:41:34
3312,2024-01-13,14,old,17.2,65.69,4.9,3.7,2:20:01
3313,2024-01-07,5,old,15.2,72.35,4.7,3.6,14:59:18
3314,2024-01-18,20,old,26.6,13.73,3.6,4.7,13:53:57
3315,2024-01-10,5,new,13.6,77.84,4.6,4.3,6:57:27
3316,2024-01-08,10,old,28.5,22.79,3,4.1,14:25:48
3317,2024-02-09,16,old,30.3,54.81,3.5,4.4,2:09:39
3318,2024-02-07,12,old,10.8,60.23,3.4,4.4,10:40:39
3319,2024-02-10,20,new,24.3,87.86,3.4,4.2,5:28:49
3320,2024-02-11,18,new,18.7,71.97,4.5,3.5,11:49:36
3321,2024-02-19,7,new,16.7,25.45,4.4,5,18:46:04
3322,2024-02-04,6,new,1.7,13.29,4.2,4.6,22:41:58
3323,2024-01-29,6,old,23.6,85.1,3,4.7,13:06:42
3324,2024-01-15,7,old,11.8,74.74,4.3,4,1:53:54
3325,2024-02-27,7,new,20.7,7.47,3.7,3.6,11:52:43
3326,2024-01-16,19,new,9.8,44.18,4.7,3.7,4:04:10
3327,2024-02-06,3,old,12.4,68.01,3.1,4.6,11:55:59
3328,2024-02-13,18,old,28.4,62.02,3.1,4.2,1:39:21
3329,2024-02-20,18,old,13.4,63.58,3.1,3.9,3:28:50
3330,2024-01-21,1,new,2.7,36.52,4.1,3.7,2:56:42
3331,2024-01-25,13,new,16.2,15.82,3.5,4,1:02:50
3332,2024-01-20,12,old,22.2,68.91,3.9,4.3,4:30:59
3333,2024-01-17,6,new,14.1,34.65,4.1,4.6,5:40:32
3334,2024-01-17,19,old,8.1,67.63,3.3,4.9,18:29:07
3335,2024-02-10,20,new,29.6,69.89,4,4,19:51:43
3336,2024-02-23,20,old,4.2,42.94,4.2,4,9:19:56
3337,2024-02-23,1,old,34.5,37.37,4.9,4.8,13:29:08
3338,2024-02-16,8,old,15.5,9.28,3.5,3.7,22:11:45
3339,2024-02-04,15,new,24,79.59,3.4,3.5,7:55:40
3340,2024-02-20,2,old,22,81.33,4.5,3.7,17:54:41
3341,2024-02-24,17,old,10.4,9.3,3.7,4.4,13:17:29
3342,2024-02-02,4,old,12.3,18.12,3.3,4.3,19:36:24
3343,2024-02-06,17,new,17.7,9.25,4.8,3.5,5:10:44
3344,2024-02-14,12,new,9.2,17.21,3.4,3.8,4:33:17
3345,2024-02-06,15,old,34.2,82.98,5,4.8,12:57:30
3346,2024-02-25,16,old,11.1,37.41,3.7,3.8,3:14:52
3347,2024-02-03,8,old,10.8,58.49,4.4,4.1,11:35:49
3348,2024-01-18,15,old,33.9,76.69,4.1,4.2,15:59:02
3349,2024-01-09,3,new,25,75.06,3.7,3.7,19:38:24
3350,2024-02-21,2,old,33.4,86.2,3.6,4.7,18:34:35
3351,2024-02-13,4,old,3.2,59.5,3.1,5,13:59:51
3352,2024-01-11,19,new,24.2,63.74,4.1,3.7,12:10:38
3353,2024-01-28,18,new,18.5,89.03,3.9,4.3,1:02:26
3354,2024-02-24,16,old,4.1,78.98,3,4.7,14:29:47
3355,2024-02-08,20,new,15.8,73.93,3.5,4.3,8:06:25
3356,2024-01-22,2,new,34.5,14.18,3.7,4.2,4:54:26
3357,2024-02-29,13,old,28.8,30.02,4.7,4.3,13:16:04
3358,2024-01-31,15,old,18.3,84.66,3.8,4.6,5:57:28
3359,2024-01-12,19,new,2.9,45.67,4.5,4,2:49:43
3360,2024-01-04,6,old,22.7,75.21,3.8,4.3,18:18:25
3361,2024-01-27,6,new,25.5,29.21,3.6,4.9,9:41:32
3362,2024-01-04,18,new,2.4,12.93,4.7,4.8,2:44:03
3363,2024-01-10,11,old,2,11.82,4.9,4.4,13:40:59
3364,2024-01-02,7,old,19.7,43.98,4.1,3.6,5:52:26
3365,2024-02-22,17,new,19.4,73.96,4.6,3.8,6:49:36
3366,2024-02-08,14,new,24.5,45.52,4.5,3.8,14:39:28
3367,2024-02-28,6,new,20.4,71.81,4.3,4.4,17:27:45
3368,2024-02-06,6,new,3.8,9.72,4.2,4.2,23:51:32
3369,2024-02-16,1,old,1.8,5.46,4,4.1,18:12:15
3370,2024-01-29,15,new,31.3,84.89,4.1,3.6,5:02:58
3371,2024-02-27,1,old,20.9,47.89,4.8,4,16:01:53
3372,2024-02-10,18,new,30.8,57.18,4.4,4.5,19:30:07
3373,2024-02-03,2,old,24.9,42.4,4.8,4.6,2:54:11
3374,2024-01-28,14,new,17.1,43.94,4.5,3.9,1:43:33
3375,2024-01-01,14,old,22.9,81.35,3.8,3.5,13:05:37
3376,2024-01-05,6,old,3,27.43,4.3,4.2,15:04:04
3377,2024-01-19,11,new,30.6,31.15,4.2,4.9,20:52:19
3378,2024-01-25,6,old,17.8,19.15,4.9,4.1,3:33:32
3379,2024-01-08,1,old,19,59.54,3.7,3.6,10:50:03
3380,2024-02-08,2,old,23.3,75.23,3.6,4.5,15:25:13
3381,2024-01-11,15,new,21,64.66,5,4.8,22:12:32
3382,2024-02-21,19,old,35,82.28,3.5,4.3,12:26:51
3383,2024-01-14,11,old,29.2,73.67,4.8,3.6,4:02:57
3384,2024-01-21,8,old,12.5,40.36,4.6,3.9,14:20:08
3385,2024-01-07,12,new,28.2,75.76,4.2,3.8,4:11:51
3386,2024-02-23,18,new,23.7,32.38,3.6,4.8,23:44:03
3387,2024-02-18,4,old,21.9,53.53,3.9,4.9,0:15:39
3388,2024-02-07,20,old,13.4,84.92,3.3,3.8,0:03:46
3389,2024-01-22,8,old,29.8,88.17,3.8,4.2,13:48:43
3390,2024-02-14,10,new,10.8,68,4.3,4.1,10:13:59
3391,2024-02-26,4,new,31.3,24.98,3.6,4.6,12:22:51
3392,2024-01-09,14,old,33.8,49.75,4.1,4.9,3:12:31
3393,2024-01-26,19,old,24.4,76.58,4.6,4.1,12:51:20
3394,2024-02-06,13,old,25.9,61.35,4,3.6,2:27:19
3395,2024-01-24,13,new,5.8,81.8,4.2,3.9,7:40:35
3396,2024-01-22,8,old,6.3,18.84,3.3,4.2,22:41:02
3397,2024-02-19,8,new,34.9,59.8,3.3,4.2,0:43:40
3398,2024-02-25,17,new,26.1,11.15,3.2,4.2,6:58:40
3399,2024-01-03,1,old,2.2,22.9,3.3,4.2,9:11:27
3400,2024-02-26,16,new,10.6,88.68,4.7,3.5,14:30:48
3401,2024-01-26,18,old,16.8,7.81,3.4,4.2,21:40:36
3402,2024-01-28,15,old,27.1,19.1,3.9,4.7,8:08:14
3403,2024-02-25,7,new,24.6,14.58,4.6,4.8,16:24:18
3404,2024-02-13,8,old,11.2,83.97,3.4,3.7,9:46:50
3405,2024-01-15,2,new,24,56.64,3.2,5,1:53:11
3406,2024-02-02,8,new,14,55.38,4.2,4.9,3:21:01
3407,2024-01-14,4,new,27,31.63,3.7,4.7,6:31:54
3408,2024-02-29,20,old,5.8,56.91,4.8,4.7,1:54:38
3409,2024-01-02,4,old,29.4,42.21,3.8,4.2,18:01:39
3410,2024-01-20,3,new,23.5,63.44,4.1,4.9,4:57:40
3411,2024-02-19,20,old,18.6,25.76,3.1,3.9,1:19:18
3412,2024-02-20,15,old,7.7,75.19,3.6,4.2,19:43:55
3413,2024-02-17,3,new,12.5,72.42,3.4,4.4,19:51:25
3414,2024-01-22,13,new,2.8,51.06,3.9,4.5,14:03:01
3415,2024-02-09,17,old,27.5,57.37,4.4,3.8,2:40:49
3416,2024-01-22,1,old,13.2,75.55,5,4.8,5:56:13
3417,2024-01-27,19,new,20.1,60.41,3.6,4.6,15:54:46
3418,2024-02-04,11,new,4,80.45,3.8,4.1,8:20:33
3419,2024-01-04,18,new,21,62.4,4.9,3.5,14:18:17
3420,2024-02-26,1,old,23.5,70.36,4.6,3.6,17:54:46
3421,2024-02-23,7,new,30.2,53.53,4.7,4.7,2:25:40
3422,2024-01-06,13,old,21.5,26.86,4.8,4.7,3:57:51
3423,2024-01-12,11,old,31.1,84.94,4,4.4,19:22:12
3424,2024-02-26,10,old,2,89.44,3.2,3.7,13:01:35
3425,2024-01-19,12,new,15.4,70.33,4.4,3.9,11:43:23
3426,2024-02-05,3,old,27.1,12.84,4.2,4.2,7:25:46
3427,2024-01-16,6,old,31.8,40.14,4.5,4.7,21:49:09
3428,2024-01-02,2,old,16.9,16.13,3.5,3.5,21:20:54
3429,2024-02-22,5,new,14.4,60.18,3.6,4.7,15:14:29
3430,2024-02-10,8,new,15.4,71.22,3.2,4.3,18:23:30
3431,2024-02-16,17,new,7.8,57.48,4.9,4.6,10:10:41
3432,2024-02-08,12,new,19.5,17.87,4.7,4.2,10:16:52
3433,2024-02-21,10,old,15.8,35.55,3.2,3.9,19:12:51
3434,2024-01-25,17,new,17.2,38.08,3.1,4.4,11:45:11
3435,2024-01-01,5,new,24.5,75.98,4.7,4.9,20:43:54
3436,2024-01-12,12,new,33,8.75,4.5,4.4,9:49:13
3437,2024-02-28,3,old,2.4,28.13,4.6,4,3:37:54
3438,2024-01-18,4,old,16.1,49.43,4.5,4.2,14:43:06
3439,2024-02-05,12,old,33.8,6.78,3.7,4.1,22:26:03
3440,2024-01-25,14,new,9.5,12.8,4.2,4.6,22:23:35
3441,2024-02-02,8,old,5.4,60.22,4.5,4.1,9:02:01
3442,2024-01-17,7,old,23.3,44.14,4.8,4.2,23:10:44
3443,2024-01-30,6,old,20.3,34.42,4.4,3.9,12:27:34
3444,2024-01-11,14,old,9.1,87.46,4.5,4.5,8:55:03
3445,2024-01-11,4,new,32.2,63.43,4.4,3.6,12:43:38
3446,2024-02-22,9,new,32.6,25.9,3.8,3.7,6:25:43
3447,2024-02-22,10,old,23.9,89.15,3.7,4.2,21:32:01
3448,2024-01-05,4,old,23.5,80.16,4.8,4.1,22:49:40
3449,2024-02-26,12,new,3.7,9.62,3.7,3.6,22:22:22
3450,2024-01-07,1,new,31.5,20.23,3.6,4,10:20:04
3451,2024-01-20,8,new,11,40.66,4.1,4.8,7:59:26
3452,2024-02-18,13,old,11.1,43.69,3.1,3.5,5:37:28
3453,2024-01-04,15,new,3.3,64.5,4.9,5,6:07:01
3454,2024-01-26,4,new,32.5,37.1,4.8,4.8,7:04:10
3455,2024-01-19,7,new,28.5,79.16,4.7,4.2,14:59:31
3456,2024-01-12,10,new,28.7,67.47,4.7,3.7,17:57:58
3457,2024-01-27,10,new,19.9,28.96,4.1,4.9,15:16:37
3458,2024-02-29,16,new,30.7,58.38,4.4,4.8,14:28:28
3459,2024-02-13,20,old,27.5,73.76,4.2,4.2,17:56:07
3460,2024-01-23,1,old,33.2,80.55,3.3,4.9,3:35:04
3461,2024-02-06,1,old,26.6,62.97,4.7,4.6,22:00:29
3462,2024-01-23,7,new,15.4,40.65,3.6,4.9,18:47:53
3463,2024-02-13,17,new,6.4,5.89,4.2,3.7,5:32:34
3464,2024-01-01,13,old,8.3,61.82,4.3,3.7,5:29:45
3465,2024-01-15,12,old,16.9,58.41,3.4,4.1,10:23:45
3466,2024-02-28,12,old,10.5,15.37,4.2,4.7,8:06:44
3467,2024-01-15,8,new,10.5,43.89,4.5,4.8,10:39:23
3468,2024-02-13,2,old,8.8,19.25,4.2,4.1,5:32:55
3469,2024-01-20,4,new,28.3,27.51,4.4,3.5,0:34:14
3470,2024-01-07,10,new,23.7,38.4,3.6,4.7,1:24:45
3471,2024-02-23,19,old,25.7,7.82,3.7,4.1,7:47:53
3472,2024-02-03,2,new,24,41.27,3.6,4.2,17:38:37
3473,2024-02-02,13,new,4.7,62.12,4.3,4.5,11:16:50
3474,2024-01-27,5,new,27.1,62.89,4.5,4.8,9:44:52
3475,2024-02-01,7,old,13.6,46.48,3.1,4.6,12:25:56
3476,2024-01-19,5,new,6,49.01,3.6,4.9,3:59:49
3477,2024-02-06,3,new,28.9,49.45,3.3,4.4,14:50:34
3478,2024-01-29,7,new,19.4,23.78,5,4.6,1:38:14
3479,2024-01-07,15,old,16.6,79.09,3.4,4.8,4:50:41
3480,2024-01-30,4,old,3.3,87.14,3.7,4.8,3:42:22
3481,2024-01-07,20,old,17.5,79.93,4.8,3.6,6:06:16
3482,2024-01-26,11,old,16.4,39.68,3.3,4.4,15:35:44
3483,2024-01-25,1,new,33.1,87.26,3.2,3.7,10:05:14
3484,2024-02-27,7,new,26.1,28.18,3.8,4.2,9:43:12
3485,2024-02-23,4,old,27.5,23.58,3.5,3.8,6:58:37
3486,2024-01-08,2,old,3,84.65,4.3,4.8,13:36:25
3487,2024-02-20,1,new,19.7,66.76,4.8,3.8,21:39:17
3488,2024-01-17,19,new,23.4,64.61,3.3,4.6,16:52:36
3489,2024-01-07,20,new,12.6,39.24,4.7,4.4,15:49:59
